"FCDATOBENEFIC","FNREGISTROS","FNTOTAL","FITIPODATO"
"MEDELLIN ROJAS",2,147784,2
"ROCHA INZUNZA",3,147784,2
"ARROYO TREJO",2,147784,2
"JAYER PARAMO",2,147784,2
"CASIMIRO CARRERA",2,147784,2
"MEJIA ZARATE",4,147784,2
"MATUS OSUNA",2,147784,2
"BETANCOURT NAVA",2,147784,2
"GARCIA DE AQUINO",2,147784,2
"RODRIGUEZ URIBE",4,147784,2
"GARCIA YAÑEZ",10,147784,2
"TOVAR QUINTERO",2,147784,2
"CRUZ BAUTISTA",8,147784,2
"ROQUE OLIVARES",2,147784,2
"GUTIERREZ CRISOSTOMO",2,147784,2
"ALFARO ALVARADO",3,147784,2
"AZTATZI RODRIGUEZ",2,147784,2
"JACOBO JUAREZ",2,147784,2
"RUIZ BLANCO",2,147784,2
"JIMENEZ MONTES",2,147784,2
"CRUZ BERNARDO",2,147784,2
"VELEZ CORDOVA",2,147784,2
"HERNANDEZ NUCAMENDI",4,147784,2
"CARRILLO GUTIERREZ",2,147784,2
"RODRIGUEZ MAYA",2,147784,2
"TRIANA VALDEZ",2,147784,2
"VAZQUEZ CHAVEZ",10,147784,2
"TORRES ZARATE",14,147784,2
"RAMIREZ VICENCIO",2,147784,2
"GONZALEZ PAULIN",2,147784,2
"RAMIREZ PINEDA",4,147784,2
"CARMONA VELASCO",2,147784,2
"ALMORA OLMEDO",2,147784,2
"FRANCISCO VELASQUEZ",2,147784,2
"CERRITOS CAMACHO",2,147784,2
"ESCOBAR TRINIDAD",3,147784,2
"HERRERA JUAREZ",2,147784,2
"DELGADO PADRON",2,147784,2
"ALVARADO RIVERA",2,147784,2
"ARAGON NAVARRO",2,147784,2
"CUAPIO MOTA",6,147784,2
"PAZ BURROLA",2,147784,2
"MENDEZ CASTILLO",4,147784,2
"LUGO MORALES",4,147784,2
"RAMIREZ ALVARADO",5,147784,2
"PEREZ MANUEL",2,147784,2
"OREA MORENO",4,147784,2
"VILLA JIMENEZ",4,147784,2
"FLORES ALBARRAN",3,147784,2
"BELTRAN MONDRAGON",4,147784,2
"MIRELES ESCOBEDO",2,147784,2
"ROSADO RIVAS",2,147784,2
"TOSCANO GOMEZ",6,147784,2
"SALAS VERDUGO",3,147784,2
"TRUJILLO GARCIA",2,147784,2
"GODINEZ GODINEZ",2,147784,2
"SALAZAR ARMENTA",2,147784,2
"GALLARDO ZEPEDA",2,147784,2
"REYES TAFOYA",2,147784,2
"MORALES BUSTILLOS",2,147784,2
"NUÑEZ GATICA",2,147784,2
"GARCIA MONGE",2,147784,2
"ZUÑIGA ASCENCIO",2,147784,2
"NAVARRETE VAZQUEZ",2,147784,2
"CUARENTA RANGEL",2,147784,2
"LEANDRO GARCIA",4,147784,2
"MARTINEZ SAMANO",4,147784,2
"RIVERA MORENO",9,147784,2
"ALVAREZ MALAGON",2,147784,2
"PEREZ ALVARADO",6,147784,2
"CAUDILLO VILLARRUEL",2,147784,2
"ROMERO ESPINOZA",2,147784,2
"LARA SARABIA",2,147784,2
"PICHARDO GARCIA",2,147784,2
"OCHOA GUTIERREZ",3,147784,2
"AGUILAR TREJO",4,147784,2
"RAMIREZ CERVANTES",4,147784,2
"ORTIZ AGUILAR",7,147784,2
"MENDOZA ARIAS",2,147784,2
"MORALES OSORIO",3,147784,2
"LARES PADILLA",4,147784,2
"GOMEZ GUTIERREZ",16,147784,2
"ORDUÑO OCHOA",2,147784,2
"CRUZ CALDERON",10,147784,2
"RAMIREZ TRINIDAD",4,147784,2
"MONTIEL REYES",3,147784,2
"SERRANO CHAVEZ",2,147784,2
"GOMEZ BAZA",4,147784,2
"LEIJA LOREDO",2,147784,2
"MEZA LARA",5,147784,2
"CHUC ALVARADO",2,147784,2
"MORALES PEREZ",15,147784,2
"TEPATLAN ARENAS",4,147784,2
"CISNEROS GARCIA",8,147784,2
"CHAGALA BELLI",2,147784,2
"DE LOS REYES REYNOSO",8,147784,2
"CANTERA ROA",2,147784,2
"MEDINA FRAUSTO",2,147784,2
"PEREZ RIVAS",6,147784,2
"MONTES DE OCA FARIAS",2,147784,2
"FLORES ALONSO",2,147784,2
"ACHIQUE HERNANDEZ",2,147784,2
"GOMORA TAPIA",2,147784,2
"PARRA LEAL",4,147784,2
"DIAZ ANALCO",2,147784,2
"BUENROSTRO CALDERON",2,147784,2
"CALLEJA AVENDAÑO",2,147784,2
"AGRAZ VAZQUEZ",4,147784,2
"MEDINA SEGOVIA",2,147784,2
"SIMOTA CRUZ",4,147784,2
"MONTOYA MARCIANO",2,147784,2
"RUIZ NAVARRETE",2,147784,2
"MARTINEZ BUENDIA",2,147784,2
"RIVERA QUEZADA",2,147784,2
"ADAME FRIAS",2,147784,2
"ORTIZ MEDELLIN",2,147784,2
"ROCHA ALONSO",2,147784,2
"MORENO DELGADO",2,147784,2
"ARAUZ NIETO",2,147784,2
"NOYOLA ELIZALDE",1,147784,2
"GONZALEZ RANGEL",10,147784,2
"TREJO VEGA",2,147784,2
"SARABIA MANCINAS",2,147784,2
"ALTAMIRANO CHAVIRA",2,147784,2
"CANO GARCIA",8,147784,2
"DELGADO ROBLEDO",6,147784,2
"HERRERA REYNA",2,147784,2
"FLORES VILLAGRAN",2,147784,2
"HURTADO PEREZ",4,147784,2
"AGUILAR CORDERO",2,147784,2
"SALINAS GALENO",2,147784,2
"MARTINEZ BOCANEGRA",2,147784,2
"MARTINEZ BAUTISTA",7,147784,2
"GALLARDO NONATO",2,147784,2
"DOMINGUEZ BADILLO",2,147784,2
"CORTES RODRIGUEZ",2,147784,2
"CASTAÑEDA HUIDOBRO",2,147784,2
"HERNANDEZ MONTESINOS",2,147784,2
"ZARAGOZA LOPEZ",2,147784,2
"LOPEZ ANTONIO",10,147784,2
"REYES QUIJANO",3,147784,2
"REYNOSA BECERRA",2,147784,2
"NICOLAS RAMON",2,147784,2
"MARTINEZ GALVEZ",4,147784,2
"RIVERA APARICIO",4,147784,2
"DE JESUS GALLARDO",2,147784,2
"ESTEBAN BERNARDINO",2,147784,2
"LEYVA MARTINEZ",2,147784,2
"VASQUEZ RIOS",2,147784,2
"JACOBO PEREZ",2,147784,2
"TAVERA MAGAÑA",2,147784,2
"BENAVIDES HUERTA",2,147784,2
"RANGEL VILLEGAS",4,147784,2
"CASTILLO HERNANDEZ",25,147784,2
"CABRERA SANCHEZ",8,147784,2
"LUCERO MEDINA",4,147784,2
"CRUZ CADENA",3,147784,2
"BRIONES SALAS",2,147784,2
"MEJIA JAVIER",2,147784,2
"ALBA HERNANDEZ",4,147784,2
"RIVAS RODRIGUEZ",6,147784,2
"REYES RURAL",2,147784,2
"AGUIRRE CUELLAR",2,147784,2
"LEONARDO GODINEZ",2,147784,2
"GOMEZ RIOS",4,147784,2
"PERES JIMENES",1,147784,2
"TREJO PACHECO",2,147784,2
"MUÑOZ LUNA",4,147784,2
"DELGADILLO FLORES",2,147784,2
"GARDUÑO GONZALEZ",4,147784,2
"FLORES FRUTIS",2,147784,2
"GONZALEZ RENDON",4,147784,2
"BAUTISTA ARRIETA",4,147784,2
"CORTES CASTRO",2,147784,2
"MEZA BERISTAIN",2,147784,2
"ALBA REYNA",4,147784,2
"ALVAREZ LOZA",2,147784,2
"RODAS TRUJILLO",2,147784,2
"NIETO REYES",6,147784,2
"ROMO SANCHEZ",2,147784,2
"GARCIA ORTEGA",12,147784,2
"RAMIREZ ROJAS",4,147784,2
"MEZA AGUILLON",2,147784,2
"CORDOBA HERRERA",2,147784,2
"MAYORGA CORDOVA",2,147784,2
"MOLINA ALONSO",2,147784,2
"REYNAGA YAÑEZ",2,147784,2
"CUAUTLE ROMERO",2,147784,2
"SANCHEZ BARAJAS",2,147784,2
"SOLIS VILLEGAS",2,147784,2
"GARCIA LOA",2,147784,2
"ZALAPA VALERIO",2,147784,2
"TOLENTINO BRAVO",3,147784,2
"RAMIREZ BERMUDEZ",2,147784,2
"HUEYOTLIPA RODRIGUEZ",2,147784,2
"CHAMU BARBOSA",2,147784,2
"ORDOÑEZ MORENO",2,147784,2
"MONCLOVA SAENZ",2,147784,2
"GUTIERREZ ARAUJO",3,147784,2
"PACHECO SORIANO",2,147784,2
"CAMACHO MANDUJANO",4,147784,2
"CARVAJAL RAMIREZ",2,147784,2
"RICO MAYA",2,147784,2
"PENA SALAS",2,147784,2
"NIETO MAR",2,147784,2
"GODINEZ RUEDA",4,147784,2
"AGUILAR LERIOS",4,147784,2
"ACEVES MARTINEZ",2,147784,2
"AGUIRRE INIESTRA",3,147784,2
"AQUINO RODRIGUEZ",4,147784,2
"LUCIANO LOPEZ",2,147784,2
"VIVAS GONZALEZ",4,147784,2
"MEJIA VEGA",6,147784,2
"ROSAS LOYA",2,147784,2
"ROJAS VALDES",2,147784,2
"ESCOGIDO GOMEZ",4,147784,2
"ROBLEDO ALONSO",2,147784,2
"DIAZ IBARRIA",2,147784,2
"MONDRAGON AGUILAR",2,147784,2
"FLORES VLDEZ",2,147784,2
"MURILLO SIGALA",4,147784,2
"VELASQUEZ ORIHUELA",2,147784,2
"VILLATORO CASTILLO",11,147784,2
"SANTACRUZ FUENTES",2,147784,2
"ARVIZU DUARTE",6,147784,2
"ESPINOSA CHAVEZ",2,147784,2
"ORTEGA CALLEJAS",2,147784,2
"GOMEZ ARCOS",5,147784,2
"VALERO CARRIZALES",2,147784,2
"SILVA ALONSO",3,147784,2
"MONTIEL FALCON",4,147784,2
"GARCIA MOLINA",2,147784,2
"AGUILAR ARTEAGA",2,147784,2
"VAZQUEZ ARANO",2,147784,2
"DELGADO BALTAZAR",4,147784,2
"ARENAS BUSTOS",2,147784,2
"NAJERA CARDENAS",2,147784,2
"JASSO GARCIA",6,147784,2
"VARGAS TLAYACAC",2,147784,2
"RAMIREZ ARREGUIN",3,147784,2
"PEREZ GARAY",2,147784,2
"GARCIA LAUREANO",2,147784,2
"RIVERA CORONADO",2,147784,2
"IBARRA AGUILAR",2,147784,2
"CASILLAS SOLIS",2,147784,2
"CURTIDOR OCHOA",6,147784,2
"COVARRUBIAS BEJARANO",2,147784,2
"GUADALUPE RIVERA",2,147784,2
"OCHOA FRAIJO",2,147784,2
"FAJARDO PEREZ",2,147784,2
"DE JESUS CAYETANO",2,147784,2
"GUERRERO SASTURRIAS",2,147784,2
"HERNANDEZ NAVARRETE",8,147784,2
"MORALES ALVAREZ",6,147784,2
"VELEZ RODRIGUEZ",2,147784,2
"CABRERA NIEVES",2,147784,2
"BRAVO GIL",2,147784,2
"BASILIO MORA",2,147784,2
"VAZQUEZ ROMAN",2,147784,2
"PALMA SANTIAGO",4,147784,2
"CUEVAS GUERRERO",2,147784,2
"PRADO AGUILAR",1,147784,2
"FLORES FERMIN",2,147784,2
"TORRES ROJAS",6,147784,2
"CANSECO ALCAZAR",2,147784,2
"SALGADO FERNANDEZ",4,147784,2
"RICO MONTES",4,147784,2
"VAZQUEZ MEDINA",6,147784,2
"HERNANDEZ QUINTANO",3,147784,2
"GLORIA NAJERA",2,147784,2
"RIVERA FABRE",4,147784,2
"RUBI VASQUEZ",2,147784,2
"BAEZ LEZAMA",4,147784,2
"CENTENO LOPEZ",2,147784,2
"DIAZ ATILANO",2,147784,2
"HERNANDEZ ANGEL",5,147784,2
"BECERRIL GOMEZ",2,147784,2
"MELENDEZ BOTELLO",2,147784,2
"FAUSTINO SANCHEZ",2,147784,2
"CISNEROS ZAMORA",2,147784,2
"SUASTEGUI MARTINEZ",3,147784,2
"DIAZ VARGAS",5,147784,2
"PINEDA SILVA",2,147784,2
"FLORES GNACIO",2,147784,2
"GOMEZ ALONSO",4,147784,2
"CUEVAS GONZALEZ",2,147784,2
"VEGA GIRON",2,147784,2
"RAMIREZ FIGUEROA",4,147784,2
"NAVA ARGUELLES",8,147784,2
"HERNANDEZ MARMOLEJO",4,147784,2
"MONTANEZ MORENO",2,147784,2
"INDO JUAREZ",2,147784,2
"ROSALES ARELLANO",2,147784,2
"GALEANA CRUZ",2,147784,2
"CORTES BARRERA",2,147784,2
"ALONZO GONZALEZ",2,147784,2
"ENCISO GARCIA",4,147784,2
"SALAZAR URBINA",2,147784,2
"ARMAS ZUÑIGA",2,147784,2
"VALDEZ JIMENEZ",4,147784,2
"NUÑO RODRIGUEZ",4,147784,2
"CAMACHO OCHOA",2,147784,2
"MARCHAN JAIMES",2,147784,2
"SERRANO MENDOZA",2,147784,2
"LARREA ABURTO",2,147784,2
"CHARCO FLORES",2,147784,2
"ALTAMIRANO VAZQUEZ",2,147784,2
"ROSAS SILVA",6,147784,2
"ABAD DIEGO",4,147784,2
"ESPINOZA FERNANDEZ",4,147784,2
"CORONA ARANDA",2,147784,2
"GUTIERREZ ANGELES",2,147784,2
"REBOLLAR ESTRADA",3,147784,2
"ESTRADA CUATE",2,147784,2
"RUIZ MARMOLEJO",2,147784,2
"ABRAHAM PEREZ",3,147784,2
"ARELLANO BARRAGAN",2,147784,2
"CAMACHO CEDILLO",2,147784,2
"SALCEDO SANCHEZ",2,147784,2
"EIMBCKE SICSIK",2,147784,2
"CORTES ZUÑIGA",4,147784,2
"MEDINA VILLA",2,147784,2
"SALGADO CORTES",1,147784,2
"DE LA RIVA MARTELL",2,147784,2
"SORIA REYES",2,147784,2
"MATUS SALINAS",2,147784,2
"SUAREZ MORENO",2,147784,2
"OJEDA DIAZ",2,147784,2
"ZARATE ALTAMIRANO",6,147784,2
"LEONIDES VILLALDAMA",2,147784,2
"JAQUEZ GALLEGOS",4,147784,2
"TERRON TREVILLA",2,147784,2
"MENDEZ CARDEÑA",4,147784,2
"DERRAMADERO GERVACIO",2,147784,2
"LUNA SICARDO",2,147784,2
"PAULIN NAVARRO",2,147784,2
"RODRIGUEZ QUINTO",4,147784,2
"SUBDIAZ SALAZAR",2,147784,2
"MUNOZ RUIZ",2,147784,2
"MENDOZA VILLAGOMEZ",4,147784,2
"CRUZ ALONSO",3,147784,2
"GARCIA VASQUEZ",7,147784,2
"LOREDO VILLAGOMEZ",4,147784,2
"VEGA MEJIA",4,147784,2
"GARCIA IGLESIAS",4,147784,2
"NAYAREZ ZEPEDA",4,147784,2
"TREJO HERNANDEZ",14,147784,2
"FERNANDEZ GARCIA",10,147784,2
"SALGADO SANCHEZ",2,147784,2
"XALXOCOTZIN PATOLILLO",4,147784,2
"NUÑEZ NUÑEZ",4,147784,2
"SUAREZ AGUILAR",4,147784,2
"RAMIREZ MEDINA",12,147784,2
"LOPEZ GALINDO",2,147784,2
"VAZQUEZ LEAL",7,147784,2
"JIMENEZ MARBAN",4,147784,2
"TAMAYO LOPEZ",4,147784,2
"ZAMUDIO MONTOYA",2,147784,2
"GOMEZ MENDOZA",20,147784,2
"VARGAS GUDIÑO",2,147784,2
"RIOS BUSTAMANTE",2,147784,2
"AGUILAR PICON",2,147784,2
"REYES FAUSTINO",2,147784,2
"SOTELO CONTRERAS",2,147784,2
"ISIDORO BRAVO",6,147784,2
"DE LA ROSA BENITEZ",6,147784,2
"PIMENTEL DEGANTE",2,147784,2
"LUNA DELGADO",2,147784,2
"GONZALEZ LINARES",4,147784,2
"CEBADA CARVENTE",2,147784,2
"PALACIO SANCHEZ",4,147784,2
"PALOMAR ARECHIGA",2,147784,2
"GUILLEN CASTILLEJA",2,147784,2
"MORALES DELGADO",5,147784,2
" MEDINA",4,147784,2
"MEZA RIVERA",4,147784,2
"CHIA HERNANDEZ",3,147784,2
"MORON GONZALEZ",2,147784,2
"SALDIVAR MIRANDA",2,147784,2
"MEZA MATA",4,147784,2
"SAUCEDO PEREZ",9,147784,2
"SIORDIA MEDINA",2,147784,2
"DELPECH MORENO",3,147784,2
"HERNANDEZ INCLAN",2,147784,2
"MARTINEZ TELLO",4,147784,2
"HERNANDEZ ELIZALDE",2,147784,2
"BONILLA JAIMES",2,147784,2
"ORTIZ SALINAS",2,147784,2
"NAVIDAD GARCIA",2,147784,2
"SALINAS BUENROSTRO",2,147784,2
"ROBLES GONZALES",1,147784,2
"RIOS RANGEL",4,147784,2
"VILLASEÑOR VELAZQUES",4,147784,2
"LEZAMA ROJAS",2,147784,2
"OSORIO VENEGAS",2,147784,2
"GOMEZ VILLANUEVA",2,147784,2
"DIAZ RENTERAL",4,147784,2
"CERVANTES LARA",4,147784,2
"CAMPOS ROMERO",4,147784,2
"FERRER PEREZ",2,147784,2
"UÑATE GONZALEZ",2,147784,2
"AVILA SERRANO",2,147784,2
"CARDENAS GALARZA",2,147784,2
"GARCIA MARIN",8,147784,2
"HERNANDEZ BALTAZAR",4,147784,2
"LUCAS COLON",2,147784,2
"CORDOVA PAREDES",2,147784,2
"SAAVEDRA CISNEROS",2,147784,2
"VIQUE ",2,147784,2
"CUMPLIDO ROJAS",2,147784,2
"SALDIVAR DE ALBA",2,147784,2
"TENA VENEGAS",2,147784,2
"CERVANTES GALVEZ",2,147784,2
"JACOBO GARCIA",6,147784,2
"OJEDA MARTINEZ",2,147784,2
"BALLEZA SOLORZANO",4,147784,2
"ESPITIA PINEDA",2,147784,2
"ALFARO SOTO",6,147784,2
"MENDOZA AGUILAR",7,147784,2
"LOPEZ OLAN",2,147784,2
"ANDRADE RAMOS",4,147784,2
"CASTILLO ROSAS",2,147784,2
"NAJAR ANAYA",2,147784,2
" REYES",7,147784,2
"ZAVALA BRIONES",2,147784,2
"ZAMORA AGUILAR",4,147784,2
"SEVILLA GARCIA",2,147784,2
"OLIVERA MARROQUIN",2,147784,2
"LIRA AREVALO",2,147784,2
"COVARRUBIAS ARELLANO",2,147784,2
"GARCIA ORTIZ",21,147784,2
"BAÑALES LEMUS",8,147784,2
"BARRON URIBE",2,147784,2
"LANDA HERNANDEZ",2,147784,2
"LOPEZ CHAMU",2,147784,2
"CRUZ AVILEZ",2,147784,2
"CHAVEZ NUÑEZ",2,147784,2
"ORDAZ TALIN",2,147784,2
"MUZQUIZ VASQUEZ",2,147784,2
"RAMIREZ GUERRERO",8,147784,2
"IGLESIAS ORTEGA",2,147784,2
"RAMIREZ NERI",2,147784,2
"QUEVEDO RAMIREZ",4,147784,2
"SANCHEZ AGUIRRE",6,147784,2
"AGUILAR SIERRA",6,147784,2
"VARGAS MURILLO",2,147784,2
"MESTAS CORRAL",2,147784,2
"ARGOTE GONZALEZ",2,147784,2
"PONCE MEJIA",2,147784,2
"GUTIERREZ PASTRANA",2,147784,2
"DIONISIO DE LA CRUZ",2,147784,2
"JIMENEZ FRANCISCO",4,147784,2
"RASCON BALDERAS",2,147784,2
"HERNANDEZ ZARAGOZA",2,147784,2
"ARANDA CARRIZALES",2,147784,2
"AGUILAR VELAZQUEZ",4,147784,2
"GARZA PUENTE",2,147784,2
"ESCOBAR PEREZ",6,147784,2
"VILLARREAL VILLA",2,147784,2
"QUINTANA TOVAR",2,147784,2
"DOMINGUEZ VALLADARES",2,147784,2
"MOLOTLA SALDAÑA",2,147784,2
"CASIAN MURILLO",8,147784,2
"ALVARENGA OBANDO",3,147784,2
"VACA ELISARRARAZ",2,147784,2
"ARZATE CARDENAS",2,147784,2
"MENDEZ TEPEPA",2,147784,2
"FERNANDEZ DE LARA XOCHIHUA",2,147784,2
"TOVAR MACARENO",2,147784,2
"MARTINEZ ALMANZA",2,147784,2
"BETANCOURT BARRIOS",2,147784,2
"BARRIENTOS OTERO",2,147784,2
"MENDOZA CORPUS",2,147784,2
"ZALETA SANCHEZ",4,147784,2
"BRIONES FUANTOS",1,147784,2
"TORRES OLMEDO",4,147784,2
"PEÑA REYES",6,147784,2
"ROJAS VAZQUEZ",2,147784,2
"FRAGOSO ESCALANTE",2,147784,2
"GARCIA AREVALO",2,147784,2
"ARANJO BERMEJO",4,147784,2
"BARTOLO PEREZ",4,147784,2
"EUSTAQUIO LEON",4,147784,2
"BERMUDEZ VAZQUEZ",4,147784,2
"GUZMAN JIMENEZ",6,147784,2
"MARTINEZ SANDOVAL",2,147784,2
"RAMIREZ BELLO",4,147784,2
"FIGUEROA MEJIA",4,147784,2
"CASTILLO LOZANO",2,147784,2
"MACOTELA PEREZ",2,147784,2
"TORRES CHAVARRIA",7,147784,2
"REYES BELTRAN",2,147784,2
"ADAME VAZQUEZ",4,147784,2
"TUYUB CHAN",3,147784,2
"LOPEZ PADRON",2,147784,2
"MOLINA VICENTE",2,147784,2
"SANTIBANEZ CASTILLO",2,147784,2
"ARAIZA PEREZ",2,147784,2
"TURRUBIARTES GARCIA",2,147784,2
"MACIAS MONTES",2,147784,2
"CHANTES RAMIREZ",2,147784,2
"AVILA TERRAZAS",2,147784,2
"GARCIA CALZADA",6,147784,2
"ROMERO REYES",6,147784,2
"MARTINEZ MEZA",10,147784,2
"RAMIREZ MONTECILLO",2,147784,2
"GUERRERO GALLEGOS",6,147784,2
"MARQUEZ ZAMORA",2,147784,2
"PADRON MOLINA",2,147784,2
"PLAZA PEREZ",2,147784,2
"TOLEDO BARTOLO",2,147784,2
"LUGO MELGAR",4,147784,2
"TALAVERA HUARACHA",2,147784,2
"CONTRERAS ALVAREZ",4,147784,2
"MEJIA ORTIZ",2,147784,2
"HERNANDEZ LANDEROS",5,147784,2
"PEREZ MELCHACA",2,147784,2
"SAUCEDO ILLARRAMENDI",2,147784,2
"MERINO LIRA",2,147784,2
"VELADOR ESCARCEGA",4,147784,2
"BERNAL RODRIGUEZ",4,147784,2
"PINZON CRUZ",2,147784,2
"ZARATE GARCIA",9,147784,2
"ZAMUDIO COVARRUBIAS",2,147784,2
"CONTADOR MAGOS",2,147784,2
"CASTRO ARELLANO",2,147784,2
"HERNANDEZ CRISOSTOMO",3,147784,2
"QUIAHUA TLEHUACTLE",4,147784,2
"MONTES CAMACHO",4,147784,2
"CAMPOS COMONFORT",2,147784,2
"NAJERA HUICAB",5,147784,2
"PALACIOS VILLAREAL",2,147784,2
"GARCIA LARA",8,147784,2
"CARRILLO ",4,147784,2
"PADRON MARTINEZ",4,147784,2
"VALDEZ MOLINA",2,147784,2
"OLVERA FLORES",4,147784,2
"URAGA CRISTINO",2,147784,2
"CARBAJAL ESPINOZA",2,147784,2
"MARQUEZ FLORES",8,147784,2
"FRAGOSO JIMENEZ",2,147784,2
"MAYO VICTORINO",2,147784,2
"GUADIANA VILLA",2,147784,2
"MENDEZ MODESTO",2,147784,2
"OCAÑA SOTO",2,147784,2
"MONRROY CANO",2,147784,2
"LOPEZ NAVARRO",6,147784,2
"RIVERO RODRIGUEZ",4,147784,2
"WALLE ZAPATA",2,147784,2
"CHAVEZ SALADO",2,147784,2
"CUERVO CUERVO",2,147784,2
"PEREZ AVILES",2,147784,2
"SERRANO AGUILAR",2,147784,2
"JIMENEZ ANGELES",2,147784,2
"CERVANTES SANCHEZ",3,147784,2
"ALARCON SOSA",3,147784,2
"MUÑIZ GUERRERO",2,147784,2
"ORTEGA MAYA",2,147784,2
"ROCHA CALLEJAS",4,147784,2
"TOLENTINO SANCHEZ",4,147784,2
"VILLEGAS OLGUIN",4,147784,2
"ALEJANDRE GAMIÑO",2,147784,2
"CARRILLO VELASCO",3,147784,2
"ALDAY SALINAS",2,147784,2
"PALACIO VALENZUELA",4,147784,2
"ESCAREÑO GOMEZ",2,147784,2
"ALVARADO AVILA",2,147784,2
"MAGAÑA GARCIA",6,147784,2
"GONZALEZ LUGO",2,147784,2
"CEDILLO RODRIGUEZ",2,147784,2
"VALDEZ GARCIA",18,147784,2
"MARTINEZ JARA",3,147784,2
"ROBLES GARCIA",2,147784,2
"OSUNA DAVILA",6,147784,2
"MORENO CHAVEZ",4,147784,2
"MARMOLEJO VIRRUETA",2,147784,2
"CHAVARRIA CONTRERAS",2,147784,2
"SALAZAR MUÑOZ",2,147784,2
"URBINA DE LEON",2,147784,2
"CHAVEZ ALVAREZ",6,147784,2
"SORIANO FRANCO",2,147784,2
"HERNANDEZ RUBIO",6,147784,2
"VICENTE VICENTE",2,147784,2
"SANCHEZ VIDAL",4,147784,2
"TRANQUILINO HERNANDEZ",2,147784,2
"VAZQUEZ ALVAREZ",8,147784,2
"VEGA ESPINO",2,147784,2
"BACILIO RIOS",2,147784,2
"MONTES NICOLAS",2,147784,2
"HERNANDEZ CHAVARRIA",2,147784,2
"VALENZUELA DE LA CRUZ",5,147784,2
"CHAVEZ FUENTES",2,147784,2
"VALDEZ MARIN",2,147784,2
"RAMIREZ HURTADO",8,147784,2
"LEON TRUJILLO",2,147784,2
"LUCIO VALENTE",2,147784,2
"CAÑADA CASTELLANOS",2,147784,2
"PEREZ MAYA",2,147784,2
"ABUNDIS GALLEGOS",2,147784,2
"GOMEZ FIGUEROA",5,147784,2
"MELENDEZ ROSAS",4,147784,2
"ANGUIANO BALBUENA",2,147784,2
"SALAS MARQUEZ",2,147784,2
"ESQUIVEL CAMPOS",2,147784,2
"BRENA VILLASEÑOR",2,147784,2
"GONZALEZ SEGURA",6,147784,2
"FLORES CEDILLO",4,147784,2
"MOJICA ARROYO",2,147784,2
"RUIZ OSNAYA",6,147784,2
"GARCIA CARDENAS",8,147784,2
"SALGUERO MONTAÑO",2,147784,2
"LARA BONILLA",3,147784,2
"GOMEZ CIFUENTES",4,147784,2
"GODOY MIRANDA",2,147784,2
"XALANDA VIVALDO",2,147784,2
"BADILLO RODAS",1,147784,2
"BAZAN CASTRO",2,147784,2
"RODRIGUEZ IBARRA",6,147784,2
"PARDO GARCIA",4,147784,2
" CALZADA",2,147784,2
"LINARES LINARES",2,147784,2
"CASILLAS PRECIADO",2,147784,2
"ESPINDOLA LEON",2,147784,2
"NAVA TORRES",3,147784,2
"RODRIGUEZ LEIJA",2,147784,2
"PEREZ MEDINA",12,147784,2
"SERVIN PEREZ",4,147784,2
"PALMA ESPINOZA",5,147784,2
"PEDROZA BERNAL",2,147784,2
"ORTIZ MEZA",6,147784,2
"OLVERA BRISEÑO",4,147784,2
"AMAVIZCA LOPEZ",2,147784,2
"MORA FIGUEROA",3,147784,2
"PARAMO GARCIA",1,147784,2
"MELENDEZ RANGEL",4,147784,2
"CASTAÑON BELMONTES",2,147784,2
"MANCERA BEDOLLA",4,147784,2
"PEDRAZA MARTINEZ",2,147784,2
"PEREZ FARIAS",4,147784,2
"ESCUTIA SANTANA",4,147784,2
"CERVANTES SERRATO",2,147784,2
"MAYORAL VEGA",2,147784,2
"JIMENEZ JUAREZ",6,147784,2
"AZUA MARTINEZ",2,147784,2
"VARELA ROMERO",4,147784,2
"BRISEÑO BELTRAN",2,147784,2
"CENTENO MORELES",1,147784,2
"VEGA PEREZ",4,147784,2
"BLANCO GARCIA",2,147784,2
"QUINTANA CORTES",2,147784,2
"BRAVO ESPINOSA",4,147784,2
"PACHECO CHAVERO",2,147784,2
"PADILLA ORDAZ",2,147784,2
"GARCIA LIMON",4,147784,2
"ALVARADO MONTEJO",2,147784,2
"NORIEGA VILLALOBOS",2,147784,2
"CANTU GONZALEZ",2,147784,2
"BENITEZ GOMEZ",6,147784,2
"HUERTA REBOLLEDO",2,147784,2
"ROJAS TUFIÑO",2,147784,2
"VARGAS CORTES",6,147784,2
"PEREZ ROMANO",2,147784,2
"AHEDO CALDERON",2,147784,2
"BARTOLO ALVARADO",5,147784,2
"MIGUEL LOPEZ",4,147784,2
"MARIANO VERGARA",2,147784,2
"ALVAREZ OLIVAREZ",4,147784,2
"CASTRO TINAJERO",2,147784,2
"ARIAS SALVADOR",2,147784,2
"VILLALOBOS AGUILAR",4,147784,2
"TREJO MARISCAL",2,147784,2
"LOPEZ SANTANA",2,147784,2
"SANCHEZ PAULIN",2,147784,2
"ANTONIO ANTONIO",4,147784,2
"RAMIREZ BARAHONA",2,147784,2
"MAY CAUICH",2,147784,2
"BRAVO MARTINEZ",2,147784,2
"MORALES LEYBA",2,147784,2
"DE LA CRUZ SAUL",2,147784,2
"LOPEZ CARMONA",2,147784,2
